ds,y,yhat,yhat_lower,yhat_upper,model,cell_id,region
2025-08-25 06:00:00,40.03691676668685,,,,observed,CELL-002,dfw
2025-08-25 07:00:00,57.49705740960292,,,,observed,CELL-002,dfw
2025-08-25 08:00:00,61.3072764065017,,,,observed,CELL-002,dfw
2025-08-25 09:00:00,51.4475724255674,,,,observed,CELL-002,dfw
2025-08-25 10:00:00,53.78892030335645,,,,observed,CELL-002,dfw
2025-08-25 11:00:00,43.53684674010699,,,,observed,CELL-002,dfw
2025-08-25 12:00:00,68.43976858073287,,,,observed,CELL-002,dfw
2025-08-25 13:00:00,60.48610035151361,,,,observed,CELL-002,dfw
2025-08-25 14:00:00,54.63669531302634,,,,observed,CELL-002,dfw
2025-08-25 15:00:00,41.012016547704285,,,,observed,CELL-002,dfw
2025-08-25 16:00:00,48.162700773572176,,,,observed,CELL-002,dfw
2025-08-25 17:00:00,57.6109917114397,,,,observed,CELL-002,dfw
2025-08-25 18:00:00,56.698811278245486,,,,observed,CELL-002,dfw
2025-08-25 19:00:00,57.67620763658618,,,,observed,CELL-002,dfw
2025-08-25 20:00:00,59.09604510402591,,,,observed,CELL-002,dfw
2025-08-24 08:00:00,,57.56484229798073,46.12680432680768,68.80147211695383,prophet_logistic,CELL-002,dfw
2025-08-24 09:00:00,,56.83541132960202,46.32298203552835,67.20476571036279,prophet_logistic,CELL-002,dfw
2025-08-24 10:00:00,,56.236033369345584,44.63826567673946,67.21369692329925,prophet_logistic,CELL-002,dfw
2025-08-24 11:00:00,,55.75507438511825,45.71334029632119,66.15951666730231,prophet_logistic,CELL-002,dfw
2025-08-24 12:00:00,,55.38100594480611,43.802606302419996,66.46594324526707,prophet_logistic,CELL-002,dfw
2025-08-24 13:00:00,,55.102474170076576,43.96992672519733,65.21688621410769,prophet_logistic,CELL-002,dfw
2025-08-24 14:00:00,,54.908365527747144,44.738232354400495,66.01199570305755,prophet_logistic,CELL-002,dfw
2025-08-24 15:00:00,,54.787869291236824,44.70127195378912,65.66954107126098,prophet_logistic,CELL-002,dfw
2025-08-24 16:00:00,,54.73053635495452,43.178932746011945,65.41675162693483,prophet_logistic,CELL-002,dfw
2025-08-24 17:00:00,,54.72633400073826,43.50790252601568,65.52198801616196,prophet_logistic,CELL-002,dfw
2025-08-24 18:00:00,,54.76569656527611,43.805900116220016,65.73547798857368,prophet_logistic,CELL-002,dfw
2025-08-24 19:00:00,,54.83957164184638,43.86675193974589,65.3718849075869,prophet_logistic,CELL-002,dfw
2025-08-24 20:00:00,,54.939461680796406,43.55535940265622,65.32151490364865,prophet_logistic,CELL-002,dfw
2025-08-24 21:00:00,,55.05746086848436,43.532094604561024,65.8953356658038,prophet_logistic,CELL-002,dfw
2025-08-24 22:00:00,,55.186287070821884,43.95758222029671,65.69395052161411,prophet_logistic,CELL-002,dfw
2025-08-24 23:00:00,,55.31930877640199,44.83677491634137,66.37465332416518,prophet_logistic,CELL-002,dfw
2025-08-25 00:00:00,,55.45056705954279,44.9502116082189,66.46813663145808,prophet_logistic,CELL-002,dfw
2025-08-25 01:00:00,,55.57479237335606,44.758225805369854,65.80327882836679,prophet_logistic,CELL-002,dfw
2025-08-25 02:00:00,,55.687416297118034,45.64408715476762,66.67252318826283,prophet_logistic,CELL-002,dfw
2025-08-25 03:00:00,,55.784578250433505,44.67753603168483,66.01980834020809,prophet_logistic,CELL-002,dfw
2025-08-25 04:00:00,,55.86312707034464,45.71985231215001,67.17206421700561,prophet_logistic,CELL-002,dfw
2025-08-25 05:00:00,,55.92061780025773,44.76759288969052,66.16660257781416,prophet_logistic,CELL-002,dfw
2025-08-25 06:00:00,,55.955303625999974,45.47950780401959,67.45336748074952,prophet_logistic,CELL-002,dfw
2025-08-25 07:00:00,,55.96612310355291,46.2619598276432,67.00733797141542,prophet_logistic,CELL-002,dfw
2025-08-25 08:00:00,,55.95268290790028,45.29372447434464,66.16730635824038,prophet_logistic,CELL-002,dfw
2025-08-25 09:00:00,,55.915236305240036,45.053291448722355,66.53792905811201,prophet_logistic,CELL-002,dfw
2025-08-25 10:00:00,,55.85465746228739,45.14834229889694,65.61728221067047,prophet_logistic,CELL-002,dfw
2025-08-25 11:00:00,,55.77241201596761,45.44484745270798,66.60514479988699,prophet_logistic,CELL-002,dfw
2025-08-25 12:00:00,,55.67052392999307,45.10775623439394,67.14600732262231,prophet_logistic,CELL-002,dfw
2025-08-25 13:00:00,,55.55153907971124,44.88788628596217,67.18025688251457,prophet_logistic,CELL-002,dfw
2025-08-25 14:00:00,,55.41848581730528,44.060315235466625,66.23845796223542,prophet_logistic,CELL-002,dfw
2025-08-25 15:00:00,,55.27483283052426,43.69485617049549,65.91316117806197,prophet_logistic,CELL-002,dfw
2025-08-25 16:00:00,,55.12444457612955,43.389279429381084,64.9970860075943,prophet_logistic,CELL-002,dfw
2025-08-25 17:00:00,,54.97153465647924,44.14850908630091,65.85657110347192,prophet_logistic,CELL-002,dfw
2025-08-25 18:00:00,,54.820617463410215,43.91169060796242,65.03816204061084,prophet_logistic,CELL-002,dfw
2025-08-25 19:00:00,,54.676458439086844,44.33283799727266,65.21970027720583,prophet_logistic,CELL-002,dfw
2025-08-25 20:00:00,,54.544023295176956,44.11440785212517,66.26896596023701,prophet_logistic,CELL-002,dfw
2025-08-25 21:00:00,,54.42842654691732,44.11429551228851,65.11396101745353,prophet_logistic,CELL-002,dfw
2025-08-25 22:00:00,,54.33487970278253,43.80473050986552,64.70349551214754,prophet_logistic,CELL-002,dfw
2025-08-25 23:00:00,,54.268639463005194,43.403242600331346,64.92523292982496,prophet_logistic,CELL-002,dfw
2025-08-26 00:00:00,,54.23495626165947,43.611584015361586,65.50948779205409,prophet_logistic,CELL-002,dfw
2025-08-26 01:00:00,,54.23902349239937,43.11021734741322,64.57962971328594,prophet_logistic,CELL-002,dfw
2025-08-26 02:00:00,,54.285927736615115,43.18047091354954,64.93941187102018,prophet_logistic,CELL-002,dfw
2025-08-26 03:00:00,,54.380600311926024,43.08758143116598,65.22684690977113,prophet_logistic,CELL-002,dfw
2025-08-26 04:00:00,,54.52777044354103,44.396839529872,65.04959561690316,prophet_logistic,CELL-002,dfw
2025-08-26 05:00:00,,54.731920340943766,44.50690084192189,65.87574309736186,prophet_logistic,CELL-002,dfw
2025-08-26 06:00:00,,54.9972424585939,43.904256659669564,65.59316559559977,prophet_logistic,CELL-002,dfw
2025-08-26 07:00:00,,55.32759918195192,44.348334557014326,66.49345333007135,prophet_logistic,CELL-002,dfw
2025-08-26 08:00:00,,55.72648519482428,44.98029875896671,66.00599126653236,prophet_logistic,CELL-002,dfw
2025-08-24 21:00:00,55.88931496533043,,,,observed,CELL-003,dfw
2025-08-24 22:00:00,68.51614459165398,,,,observed,CELL-003,dfw
2025-08-24 23:00:00,42.508847303353036,,,,observed,CELL-003,dfw
2025-08-25 00:00:00,42.669689420056024,,,,observed,CELL-003,dfw
2025-08-25 01:00:00,55.66804167809854,,,,observed,CELL-003,dfw
2025-08-25 02:00:00,54.74996246635851,,,,observed,CELL-003,dfw
2025-08-25 03:00:00,62.87573127605616,,,,observed,CELL-003,dfw
2025-08-25 04:00:00,49.29786314356305,,,,observed,CELL-003,dfw
2025-08-25 05:00:00,53.112211890596825,,,,observed,CELL-003,dfw
2025-08-25 06:00:00,52.76065156610064,,,,observed,CELL-003,dfw
2025-08-25 07:00:00,63.67836307045479,,,,observed,CELL-003,dfw
2025-08-25 08:00:00,43.642328610562146,,,,observed,CELL-003,dfw
2025-08-25 09:00:00,57.801806076629966,,,,observed,CELL-003,dfw
2025-08-25 10:00:00,56.15531581112985,,,,observed,CELL-003,dfw
2025-08-25 11:00:00,54.83856264648775,,,,observed,CELL-003,dfw
2025-08-25 12:00:00,42.01988062338351,,,,observed,CELL-003,dfw
2025-08-25 13:00:00,53.36720627475259,,,,observed,CELL-003,dfw
2025-08-25 14:00:00,58.365154804884476,,,,observed,CELL-003,dfw
2025-08-25 15:00:00,42.67579612192268,,,,observed,CELL-003,dfw
2025-08-25 16:00:00,69.37004408282742,,,,observed,CELL-003,dfw
2025-08-25 17:00:00,54.96059220129024,,,,observed,CELL-003,dfw
2025-08-25 18:00:00,45.99172758998584,,,,observed,CELL-003,dfw
2025-08-25 19:00:00,46.230009854665695,,,,observed,CELL-003,dfw
2025-08-25 20:00:00,53.81715093137336,,,,observed,CELL-003,dfw
2025-08-24 08:00:00,,53.12110618504399,44.29437617478084,62.822469915308474,prophet_logistic,CELL-003,dfw
2025-08-24 09:00:00,,55.44749806788787,46.772593740507766,64.77528799498627,prophet_logistic,CELL-003,dfw
2025-08-24 10:00:00,,57.28669474255871,48.51688674338937,66.08899709940111,prophet_logistic,CELL-003,dfw
2025-08-24 11:00:00,,58.67757159873195,49.911829928722646,67.70679305101667,prophet_logistic,CELL-003,dfw
2025-08-24 12:00:00,,59.660795374261355,50.51651110464894,67.93562982529176,prophet_logistic,CELL-003,dfw
2025-08-24 13:00:00,,60.27845705809176,50.688904678360274,69.71050287701472,prophet_logistic,CELL-003,dfw
2025-08-24 14:00:00,,60.57366852719434,51.304037791376246,69.95883587794063,prophet_logistic,CELL-003,dfw
2025-08-24 15:00:00,,60.59012231196043,51.73342264762691,69.07190767717591,prophet_logistic,CELL-003,dfw
2025-08-24 16:00:00,,60.37161495980218,51.369583205917394,69.4508846054644,prophet_logistic,CELL-003,dfw
2025-08-24 17:00:00,,59.9615358715665,51.159980314839935,68.5416530250355,prophet_logistic,CELL-003,dfw
2025-08-24 18:00:00,,59.40232538423863,50.40914437745379,67.78557727687696,prophet_logistic,CELL-003,dfw
2025-08-24 19:00:00,,58.734908112521495,49.75240316943747,67.67863605028873,prophet_logistic,CELL-003,dfw
2025-08-24 20:00:00,,57.99811027470123,48.571216734267324,67.27479945559013,prophet_logistic,CELL-003,dfw
2025-08-24 21:00:00,,57.228072701422015,48.17767739620685,66.35343933395903,prophet_logistic,CELL-003,dfw
2025-08-24 22:00:00,,56.45767434066085,46.827971491191875,65.46896231121542,prophet_logistic,CELL-003,dfw
2025-08-24 23:00:00,,55.71598417526175,46.6703115097727,64.8368246894996,prophet_logistic,CELL-003,dfw
2025-08-25 00:00:00,,55.02776211904926,45.972662735235424,64.10461663419149,prophet_logistic,CELL-003,dfw
2025-08-25 01:00:00,,54.41303146100983,45.32294464460091,63.55134640850621,prophet_logistic,CELL-003,dfw
2025-08-25 02:00:00,,53.88674625979047,44.954890828844206,62.77149027105325,prophet_logistic,CELL-003,dfw
2025-08-25 03:00:00,,53.45857647471734,44.27910252405187,62.752835987038075,prophet_logistic,CELL-003,dfw
2025-08-25 04:00:00,,53.13283115803971,44.48578761292367,61.95802435894168,prophet_logistic,CELL-003,dfw
2025-08-25 05:00:00,,52.9085356258442,43.884156151854036,62.39517156802427,prophet_logistic,CELL-003,dfw
2025-08-25 06:00:00,,52.7796721094855,43.56948035813217,62.01526919227391,prophet_logistic,CELL-003,dfw
2025-08-25 07:00:00,,52.73558525415869,44.05781334798527,62.81348498019321,prophet_logistic,CELL-003,dfw
2025-08-25 08:00:00,,52.761544477637166,44.02827570750399,61.73966820774503,prophet_logistic,CELL-003,dfw
2025-08-25 09:00:00,,52.83944533788108,44.212345852016824,61.54253750786773,prophet_logistic,CELL-003,dfw
2025-08-25 10:00:00,,52.94862264975801,44.11433494817884,62.592426349318146,prophet_logistic,CELL-003,dfw
2025-08-25 11:00:00,,53.066740054822084,44.00620106740429,61.96640016588503,prophet_logistic,CELL-003,dfw
2025-08-25 12:00:00,,53.17071502608314,44.377902087646525,62.317074552896756,prophet_logistic,CELL-003,dfw
2025-08-25 13:00:00,,53.23763553915761,44.06846528611683,62.379600395014045,prophet_logistic,CELL-003,dfw
2025-08-25 14:00:00,,53.245625271864085,44.08120905323488,62.220054197757285,prophet_logistic,CELL-003,dfw
2025-08-25 15:00:00,,53.174618147833975,43.59775729949595,62.868991206675304,prophet_logistic,CELL-003,dfw
2025-08-25 16:00:00,,53.00700991399925,44.07954265948562,62.20253160503385,prophet_logistic,CELL-003,dfw
2025-08-25 17:00:00,,52.72816352005049,43.328967078278815,62.31762706746684,prophet_logistic,CELL-003,dfw
2025-08-25 18:00:00,,52.32675533165325,43.54235563863542,62.257724388000184,prophet_logistic,CELL-003,dfw
2025-08-25 19:00:00,,51.79495967648375,42.34242243871583,61.27574683489227,prophet_logistic,CELL-003,dfw
2025-08-25 20:00:00,,51.128478901113844,41.66219869973329,59.954607799744345,prophet_logistic,CELL-003,dfw
2025-08-25 21:00:00,,50.32643422034338,41.71738770989127,60.06134623226884,prophet_logistic,CELL-003,dfw
2025-08-25 22:00:00,,49.39113866990815,40.15317110987367,58.48484216862869,prophet_logistic,CELL-003,dfw
2025-08-25 23:00:00,,48.32777720886425,39.36166326406363,56.46084483259853,prophet_logistic,CELL-003,dfw
2025-08-26 00:00:00,,47.14402048453054,38.38567285161685,56.40139067019544,prophet_logistic,CELL-003,dfw
2025-08-26 01:00:00,,45.84959824827955,36.458255166569806,54.16837912789652,prophet_logistic,CELL-003,dfw
2025-08-26 02:00:00,,44.45585630764593,35.96510577915211,54.21231285174747,prophet_logistic,CELL-003,dfw
2025-08-26 03:00:00,,42.97531766563327,34.02762009119388,51.85724967301423,prophet_logistic,CELL-003,dfw
2025-08-26 04:00:00,,41.42126462907862,31.625044153588075,50.60366563527018,prophet_logistic,CELL-003,dfw
2025-08-26 05:00:00,,39.80735457735886,31.05499723918457,48.901260192056995,prophet_logistic,CELL-003,dfw
2025-08-26 06:00:00,,38.147278101435376,28.680159190101413,46.88397173046867,prophet_logistic,CELL-003,dfw
2025-08-26 07:00:00,,36.45446461975632,27.759403841232757,45.74299334364779,prophet_logistic,CELL-003,dfw
2025-08-26 08:00:00,,34.74183747688352,26.1383170941561,43.331433833080204,prophet_logistic,CELL-003,dfw
2025-08-24 21:00:00,61.773034564964476,,,,observed,CELL-004,dfw
2025-08-24 22:00:00,54.81606979190939,,,,observed,CELL-004,dfw
2025-08-24 23:00:00,53.574138781617556,,,,observed,CELL-004,dfw
2025-08-25 00:00:00,61.12240063995075,,,,observed,CELL-004,dfw
2025-08-25 01:00:00,55.876962514675995,,,,observed,CELL-004,dfw
2025-08-25 02:00:00,59.93834388222722,,,,observed,CELL-004,dfw
2025-08-25 03:00:00,50.41548235854221,,,,observed,CELL-004,dfw
2025-08-25 04:00:00,49.97922019114807,,,,observed,CELL-004,dfw
2025-08-25 05:00:00,55.09436717537468,,,,observed,CELL-004,dfw
2025-08-25 06:00:00,44.87947370957545,,,,observed,CELL-004,dfw
2025-08-25 07:00:00,43.32702525228779,,,,observed,CELL-004,dfw
2025-08-25 08:00:00,60.345372771913176,,,,observed,CELL-004,dfw
2025-08-25 09:00:00,57.79821145354457,,,,observed,CELL-004,dfw
2025-08-25 10:00:00,57.13104028541127,,,,observed,CELL-004,dfw
2025-08-25 11:00:00,70.82045836346695,,,,observed,CELL-004,dfw
2025-08-25 12:00:00,51.35932541401496,,,,observed,CELL-004,dfw
2025-08-25 13:00:00,56.02033063145065,,,,observed,CELL-004,dfw
2025-08-25 14:00:00,60.8769260650515,,,,observed,CELL-004,dfw
2025-08-25 15:00:00,61.35483516111581,,,,observed,CELL-004,dfw
2025-08-25 16:00:00,63.6061954025316,,,,observed,CELL-004,dfw
2025-08-25 17:00:00,56.60901611905026,,,,observed,CELL-004,dfw
2025-08-25 18:00:00,55.65213519050984,,,,observed,CELL-004,dfw
2025-08-25 19:00:00,64.41040958881844,,,,observed,CELL-004,dfw
2025-08-25 20:00:00,49.678662775385305,,,,observed,CELL-004,dfw
2025-08-24 08:00:00,,51.332322859620525,43.83944477905959,58.826769929606876,prophet_logistic,CELL-004,dfw
2025-08-24 09:00:00,,52.8040301296643,45.367339926692075,59.95821270433684,prophet_logistic,CELL-004,dfw
2025-08-24 10:00:00,,53.98678171256049,46.65264800597343,61.32700569179235,prophet_logistic,CELL-004,dfw
2025-08-24 11:00:00,,54.90242875688928,47.69747717551022,62.412368958746846,prophet_logistic,CELL-004,dfw
2025-08-24 12:00:00,,55.57423262950274,48.73345056824857,62.93213133672326,prophet_logistic,CELL-004,dfw
2025-08-24 13:00:00,,56.02669123495722,48.68522940350827,63.267563509875984,prophet_logistic,CELL-004,dfw
2025-08-24 14:00:00,,56.285348451167295,49.23046201594575,63.70230545710741,prophet_logistic,CELL-004,dfw
2025-08-24 15:00:00,,56.37658491199623,49.23667441389287,63.1682849756018,prophet_logistic,CELL-004,dfw
2025-08-24 16:00:00,,56.32738800858899,49.356156100486146,63.5104114454356,prophet_logistic,CELL-004,dfw
2025-08-24 17:00:00,,56.16509858434039,48.38380565178772,63.70817493791184,prophet_logistic,CELL-004,dfw
2025-08-24 18:00:00,,55.9171314891382,48.993260376115714,62.73255832162398,prophet_logistic,CELL-004,dfw
2025-08-24 19:00:00,,55.610666883617306,48.3890691867319,63.104893802877385,prophet_logistic,CELL-004,dfw
2025-08-24 20:00:00,,55.27230913710211,47.79886324271845,62.75038692164829,prophet_logistic,CELL-004,dfw
2025-08-24 21:00:00,,54.92771036669405,47.46788326573427,62.377282059119146,prophet_logistic,CELL-004,dfw
2025-08-24 22:00:00,,54.601156280331004,47.140676874478196,62.25052256578041,prophet_logistic,CELL-004,dfw
2025-08-24 23:00:00,,54.31511323960024,46.5548789252437,61.566054137284176,prophet_logistic,CELL-004,dfw
2025-08-25 00:00:00,,54.08973744841412,46.69822109317389,61.234415563273224,prophet_logistic,CELL-004,dfw
2025-08-25 01:00:00,,53.942350234669895,46.066114322434174,61.16529145233253,prophet_logistic,CELL-004,dfw
2025-08-25 02:00:00,,53.88688762967164,46.98822679651356,61.03419186913228,prophet_logistic,CELL-004,dfw
2025-08-25 03:00:00,,53.93333808605485,46.656158786549916,61.423859798483065,prophet_logistic,CELL-004,dfw
2025-08-25 04:00:00,,54.087189161498365,47.0456621010519,61.65304590325522,prophet_logistic,CELL-004,dfw
2025-08-25 05:00:00,,54.34891219778788,47.06583435068674,61.670343935951536,prophet_logistic,CELL-004,dfw
2025-08-25 06:00:00,,54.713522858506245,46.83871001922048,62.366535548945514,prophet_logistic,CELL-004,dfw
2025-08-25 07:00:00,,55.170263935722254,48.127689789287324,62.84354929360205,prophet_logistic,CELL-004,dfw
2025-08-25 08:00:00,,55.70246363785415,47.99508059425221,63.01379579230099,prophet_logistic,CELL-004,dfw
2025-08-25 09:00:00,,56.28762568871297,48.4534825175705,63.21635684936238,prophet_logistic,CELL-004,dfw
2025-08-25 10:00:00,,56.89780481525023,49.39582645292961,64.18754707381935,prophet_logistic,CELL-004,dfw
2025-08-25 11:00:00,,57.50031037038454,49.962226762433595,65.13393249466733,prophet_logistic,CELL-004,dfw
2025-08-25 12:00:00,,58.0587604358863,50.5530044669547,65.31114438745625,prophet_logistic,CELL-004,dfw
2025-08-25 13:00:00,,58.534478527470014,50.70452747046296,65.8911532604287,prophet_logistic,CELL-004,dfw
2025-08-25 14:00:00,,58.888186874004425,51.58685430605904,66.07598400213332,prophet_logistic,CELL-004,dfw
2025-08-25 15:00:00,,59.08190832130087,51.52310428333942,65.96666379289431,prophet_logistic,CELL-004,dfw
2025-08-25 16:00:00,,59.08094972707178,51.802015745219265,66.42354460247694,prophet_logistic,CELL-004,dfw
2025-08-25 17:00:00,,58.855810997675036,51.69364972632656,66.09419317771086,prophet_logistic,CELL-004,dfw
2025-08-25 18:00:00,,58.383852947386934,50.7724737770663,66.17269769985106,prophet_logistic,CELL-004,dfw
2025-08-25 19:00:00,,57.65056886100664,49.94932541263074,64.96001421556016,prophet_logistic,CELL-004,dfw
2025-08-25 20:00:00,,56.65033962155635,49.421229455726234,64.14431720637411,prophet_logistic,CELL-004,dfw
2025-08-25 21:00:00,,55.38660619194284,48.25763169040477,62.459024825555915,prophet_logistic,CELL-004,dfw
